100;2829,286
200;3387,667
300;4635,1075
400;5396,1511
500;6196,1922
600;7327,2366
700;7603,2778
800;9196,3271
900;9618,3662
1000;11733,4122
1100;12280,4605
1200;13605,5095
1300;15014,5466
1400;17204,5998
1500;19424,6498
1600;21673,7011
1700;21269,7374
1800;20162,7859
1900;23384,8466
2000;23486,8831
2100;26203,9401
2200;27408,9887
2300;29361,10430
2400;30735,10910
2500;31871,11401
2600;36374,11994
2700;44750,12583
2800;41416,12954
2900;45923,13482
3000;60885,14064
3100;72603,14521
3200;46909,15134
3300;48758,15690
3400;53171,16173
3500;56122,16827
3600;55475,17326
3700;55670,17735
3800;66395,18434
3900;62577,19082
4000;63770,19565
4100;67445,19989
4200;67069,20660
4300;67067,21245
4400;70331,21880
4500;70373,22263
4600;74566,22901
4700;79458,23590
4800;83537,24047
4900;88225,24696
5000;84600,25246
5100;85293,25812
5200;90341,26526
5300;88878,27012
5400;91910,27671
5500;95204,28177
5600;96210,28820
5700;96949,29287
5800;102732,30223
5900;104452,30688
6000;104513,31301
6100;115168,31876
6200;109910,32573
6300;111063,32957
6400;114005,33556
6500;117076,34370
6600;118521,34857
6700;118802,35579
6800;123017,36337
6900;124972,36915
7000;128849,37471
7100;127439,38075
7200;133384,38786
7300;134937,39299
7400;140754,40064
7500;137203,40557
7600;141046,41241
7700;141075,41870
7800;144442,42554
7900;145990,43127
8000;149239,43666
8100;147706,44425
8200;154495,45115
8300;153381,45746
8400;159254,46415
8500;161630,47021
8600;161396,47603
8700;162316,48277
8800;179872,48924
8900;167842,49815
9000;173704,50224
9100;176090,50751
9200;176388,51703
9300;181358,52324
9400;180148,52945
9500;188654,53663
9600;182396,54298
9700;191070,54994
9800;186890,55535
9900;188217,56274
10000;188269,56863
