100;859,366
200;1658,896
300;2298,1515
400;2358,2197
500;2788,3004
600;3893,3630
700;4463,4392
800;4959,5226
900;5512,6071
1000;6199,7022
1100;11466,7803
1200;11392,8556
1300;9373,9352
1400;10237,10317
1500;11289,11235
1600;11052,12240
1700;12067,13141
1800;13974,14118
1900;12483,15229
2000;13043,16243
2100;15219,17228
2200;16317,18025
2300;17354,18817
2400;18102,19732
2500;18674,20717
2600;19491,21627
2700;20138,22583
2800;24806,23602
2900;23027,24709
3000;26213,25713
3100;41115,26859
3200;24679,27802
3300;24327,28966
3400;24646,29955
3500;27986,31107
3600;27334,32441
3700;26835,33419
3800;27410,34652
3900;32062,35912
4000;27950,37436
4100;32594,38759
4200;34239,39573
4300;36840,40234
4400;35252,41421
4500;36256,42121
4600;37105,43191
4700;38024,44087
4800;38625,44896
4900;41575,46080
5000;40447,47265
5100;41747,48469
5200;43303,49839
5300;42255,50239
5400;43297,51501
5500;43668,52502
5600;44329,53967
5700;44741,55256
5800;46609,56221
5900;46326,57509
6000;47028,58495
6100;47454,60207
6200;48353,61326
6300;49181,62101
6400;49593,63411
6500;50188,64305
6600;52123,65866
6700;51507,67135
6800;52054,68181
6900;53103,69862
7000;54136,71098
7100;53768,72397
7200;56434,73879
7300;57030,74847
7400;56729,76222
7500;57392,77874
7600;57182,78430
7700;59013,80194
7800;58513,81725
7900;59348,83134
8000;60867,84690
8100;66829,86050
8200;65544,87803
8300;68831,88506
8400;70829,89917
8500;72426,90663
8600;74524,91404
8700;76233,92638
8800;76076,93435
8900;76682,94696
9000;77519,95600
9100;81854,96713
9200;81544,97674
9300;91317,98733
9400;83563,100122
9500;83709,101501
9600;83490,102294
9700;84250,103792
9800;83708,104684
9900;85674,105946
10000;86158,107183
