100;1839,286
200;3372,667
300;4625,1075
400;5327,1511
500;6035,1923
600;8150,2366
700;7546,2777
800;9058,3270
900;9310,3662
1000;10281,4122
1100;11847,4605
1200;13239,5094
1300;15066,5468
1400;16148,6000
1500;17321,6499
1600;18932,7014
1700;18553,7382
1800;20263,7861
1900;27291,8471
2000;23531,8835
2100;25510,9408
2200;27227,9880
2300;28724,10412
2400;30188,10914
2500;31246,11401
2600;35332,11999
2700;36600,12583
2800;44115,12960
2900;38697,13487
3000;41369,14063
3100;43215,14537
3200;44563,15134
3300;47533,15701
3400;50751,16190
3500;51469,16841
3600;53365,17326
3700;53639,17743
3800;56524,18444
3900;59739,19079
4000;61779,19571
4100;62247,19991
4200;65306,20667
4300;67442,21254
4400;71162,21895
4500;71340,22285
4600;75649,22908
4700;76350,23599
4800;77200,24050
4900;80179,24711
5000;82647,25264
5100;85310,25812
5200;87946,26525
5300;89552,27025
5400;91550,27668
5500;94290,28190
5600;95371,28855
5700;96540,29325
5800;100848,30255
5900;103594,30708
6000;104969,31314
6100;106432,31891
6200;109545,32577
6300;110402,32983
6400;120851,33554
6500;119681,34389
6600;128631,34858
6700;121523,35624
6800;144705,36356
6900;158456,36914
7000;131518,37486
7100;128150,38116
7200;133294,38784
7300;133583,39318
7400;140912,40103
7500;146469,40560
7600;144352,41256
7700;145447,41914
7800;147727,42596
7900;148699,43165
8000;151971,43689
8100;152240,44440
8200;155426,45118
8300;154221,45771
8400;156938,46443
8500;161428,47054
8600;165725,47629
8700;163504,48297
8800;166751,48959
8900;174258,49817
9000;176911,50241
9100;219434,50755
9200;196301,51720
9300;191647,52341
9400;195183,52977
9500;191080,53700
9600;191522,54331
9700;194482,54994
9800;191595,55560
9900;204054,56314
10000;200759,56869
