500;0.061
600;0.072
700;0.093
800;0.11
900;0.128
1000;0.129
1100;0.147
1200;0.161
1300;0.201
1400;0.191
1500;0.229
1600;0.212
1700;0.24
1800;0.323
1900;0.307
2000;0.396
2100;0.33
2200;0.349
2300;0.376
2400;0.378
2500;0.391
2600;0.38
2700;0.513
2800;0.494
2900;0.421
3000;0.542
3100;0.475
3200;0.573
3300;0.49
3400;0.534
3500;0.57
3600;0.683
3700;0.69
3800;0.844
3900;0.654
4000;0.646
500;0.07
600;0.088
700;0.09
800;0.114
900;0.122
1000;0.145
1100;0.156
1200;0.166
1300;0.193
1400;0.201
1500;0.227
1600;0.241
1700;0.231
1800;0.261
1900;0.288
2000;0.289
2100;0.309
2200;0.361
2300;0.326
2400;0.375
2500;0.399
2600;0.565
2700;0.594
2800;0.565
2900;0.438
3000;0.602
3100;0.546
3200;0.711
3300;0.53
3400;0.649
3500;0.587
3600;0.57
3700;0.749
3800;0.603
3900;0.605
4000;0.656
500;0.064
600;0.081
700;0.088
800;0.103
900;0.127
1000;0.145
1100;0.157
1200;0.173
1300;0.172
1400;0.201
1500;0.232
1600;0.226
1700;0.24
1800;0.271
1900;0.266
2000;0.282
2100;0.306
2200;0.332
2300;0.348
2400;0.416
2500;0.358
2600;0.46
2700;0.419
2800;0.447
2900;0.454
3000;0.495
3100;0.521
3200;0.605
3300;0.683
3400;0.814
3500;0.916
3600;0.569
3700;0.61
3800;0.577
3900;0.627
4000;0.613
500;0.061
600;0.082
700;0.11
800;0.107
900;0.157
1000;0.187
1100;0.151
1200;0.158
1300;0.176
1400;0.207
1500;0.237
1600;0.245
1700;0.237
1800;0.262
1900;0.282
2000;0.299
2100;0.303
2200;0.334
2300;0.373
2400;0.395
2500;0.358
2600;0.369
2700;0.401
2800;0.421
2900;0.449
3000;0.54
3100;0.496
3200;0.492
3300;0.593
3400;0.553
3500;0.553
3600;0.642
3700;0.59
3800;0.611
3900;0.682
4000;0.689
500;0.066
600;0.113
700;0.087
800;0.112
900;0.162
1000;0.146
1100;0.15
1200;0.169
1300;0.18
1400;0.188
1500;0.223
1600;0.229
1700;0.259
1800;0.34
1900;0.274
2000;0.296
2100;0.393
2200;0.348
2300;0.383
2400;0.375
2500;0.371
2600;0.443
2700;0.591
2800;0.566
2900;0.425
3000;0.508
3100;0.485
3200;0.491
3300;0.549
3400;0.542
3500;0.575
3600;0.679
3700;0.567
3800;0.754
3900;0.733
4000;0.611
500;0.063
600;0.08
700;0.097
800;0.104
900;0.113
1000;0.139
1100;0.157
1200;0.175
1300;0.188
1400;0.23
1500;0.207
1600;0.237
1700;0.246
1800;0.267
1900;0.287
2000;0.309
2100;0.308
2200;0.37
2300;0.406
2400;0.375
2500;0.398
2600;0.407
2700;0.499
2800;0.446
2900;0.443
3000;0.533
3100;0.495
3200;0.519
3300;0.6
3400;0.604
3500;0.583
3600;0.544
3700;0.613
3800;0.811
3900;0.702
4000;0.626
500;0.062
600;0.075
700;0.095
800;0.108
900;0.119
1000;0.141
1100;0.161
1200;0.172
1300;0.203
1400;0.251
1500;0.35
1600;0.311
1700;0.28
1800;0.283
1900;0.332
2000;0.334
2100;0.316
2200;0.342
2300;0.341
2400;0.406
2500;0.359
2600;0.43
2700;0.528
2800;0.597
2900;2.002
3000;0.538
3100;0.514
3200;0.486
3300;0.621
3400;0.632
3500;0.838
3600;0.801
3700;0.862
3800;0.875
3900;0.824
4000;0.947
500;0.061
600;0.081
700;0.098
800;0.102
900;0.111
1000;0.129
1100;0.144
1200;0.177
1300;0.182
1400;0.209
1500;0.28
1600;0.233
1700;0.238
1800;0.275
1900;0.284
2000;0.331
2100;0.325
2200;0.323
2300;0.35
2400;0.356
2500;0.397
2600;0.411
2700;0.525
2800;0.425
2900;0.422
3000;0.455
3100;0.475
3200;0.553
3300;0.533
3400;0.612
3500;0.664
3600;0.553
3700;0.551
3800;0.61
3900;0.631
4000;0.618
500;0.069
600;0.081
700;0.091
800;0.101
900;0.121
1000;0.131
1100;0.147
1200;0.155
1300;0.184
1400;0.191
1500;0.279
1600;0.256
1700;0.264
1800;0.312
1900;0.284
2000;0.288
2100;0.305
2200;0.324
2300;0.363
2400;0.348
2500;0.377
2600;0.394
2700;0.443
2800;0.424
2900;0.503
3000;0.486
3100;0.467
3200;0.556
3300;0.551
3400;0.559
3500;0.631
3600;0.693
3700;0.612
3800;0.593
3900;0.606
4000;0.671
500;0.093
600;0.093
700;0.085
800;0.107
900;0.125
1000;0.186
1100;0.145
1200;0.172
1300;0.196
1400;0.201
1500;0.288
1600;0.241
1700;0.243
1800;0.25
1900;0.282
2000;0.286
2100;0.325
2200;0.325
2300;0.347
2400;0.355
2500;0.371
2600;0.435
2700;0.474
2800;0.429
2900;0.444
3000;0.457
3100;0.465
3200;0.51
3300;0.574
3400;0.602
3500;0.543
3600;0.566
3700;0.648
3800;0.677
3900;0.605
4000;0.624
500;0.062
600;0.077
700;0.088
800;0.131
900;0.133
1000;0.147
1100;0.156
1200;0.178
1300;0.169
1400;0.219
1500;0.204
1600;0.239
1700;0.253
1800;0.289
1900;0.282
2000;0.3
2100;0.367
2200;0.387
2300;0.436
2400;0.467
2500;0.4
2600;0.414
2700;0.444
2800;0.486
2900;0.481
3000;0.58
3100;0.53
3200;0.562
3300;0.548
3400;0.673
3500;0.546
3600;0.635
3700;0.637
3800;0.572
3900;0.909
4000;0.965
500;0.118
600;0.075
700;0.096
800;0.1
900;0.123
1000;0.139
1100;0.152
1200;0.166
1300;0.173
1400;0.211
1500;0.234
1600;0.325
1700;0.259
1800;0.406
1900;0.349
2000;0.291
2100;0.287
2200;0.344
2300;0.395
2400;0.347
2500;0.363
2600;0.406
2700;0.423
2800;0.491
2900;0.479
3000;0.463
3100;0.561
3200;0.532
3300;0.513
3400;0.6
3500;0.539
3600;0.589
3700;0.612
3800;0.623
3900;0.723
4000;0.635
500;0.067
600;0.078
700;0.091
800;0.102
900;0.119
1000;0.137
1100;0.163
1200;0.17
1300;0.191
1400;0.209
1500;0.211
1600;0.222
1700;0.244
1800;0.257
1900;0.268
2000;0.29
2100;0.338
2200;0.333
2300;0.35
2400;0.375
2500;0.419
2600;0.431
2700;0.441
2800;0.405
2900;0.462
3000;0.476
3100;0.488
3200;0.524
3300;0.491
3400;0.531
3500;0.618
3600;0.721
3700;0.602
3800;0.651
3900;0.659
4000;0.732
500;0.061
600;0.079
700;0.098
800;0.109
900;0.118
1000;0.142
1100;0.189
1200;0.163
1300;0.193
1400;0.192
1500;0.21
1600;0.244
1700;0.251
1800;0.264
1900;0.338
2000;0.311
2100;0.341
2200;0.415
2300;0.346
2400;0.447
2500;0.362
2600;0.444
2700;0.559
2800;0.417
2900;0.446
3000;0.459
3100;0.474
3200;0.495
3300;0.546
3400;0.612
3500;0.587
3600;0.561
3700;0.636
3800;0.627
3900;0.606
4000;0.781
500;0.095
600;0.074
700;0.086
800;0.109
900;0.127
1000;0.148
1100;0.153
1200;0.185
1300;0.192
1400;0.194
1500;0.223
1600;0.306
1700;0.239
1800;0.296
1900;0.303
2000;0.289
2100;0.324
2200;0.335
2300;0.352
2400;0.397
2500;0.382
2600;0.383
2700;0.406
2800;0.442
2900;0.477
3000;0.459
3100;0.528
3200;0.709
3300;0.663
3400;0.556
3500;0.566
3600;0.549
3700;0.586
3800;0.616
3900;0.614
4000;0.637
