100;1921,195
200;3715,466
300;5594,797
400;6323,1109
500;6653,1404
600;7473,1728
700;8445,2082
800;9914,2437
900;11239,2769
1000;11757,3116
1100;14101,3502
1200;15221,3841
1300;16776,4195
1400;17717,4589
1500;19081,4955
1600;23749,5323
1700;22496,5740
1800;23556,6071
1900;25121,6412
2000;28040,6908
2100;28876,7183
2200;32422,7702
2300;33468,8055
2400;36545,8522
2500;44164,8926
2600;45479,9412
2700;39583,9632
2800;44573,10178
2900;46670,10643
3000;48958,11019
3100;51456,11435
3200;53089,11858
3300;55307,12262
3400;56904,12747
3500;60021,13221
3600;61886,13625
3700;64525,14146
3800;67499,14553
3900;69174,14969
4000;71192,15502
4100;75571,15824
4200;80134,16531
4300;79235,16820
4400;83516,17389
4500;83384,17843
4600;89255,18306
4700;91893,18805
4800;99023,19237
4900;95908,19790
5000;99614,20246
5100;99471,20748
5200;105659,21361
5300;111991,21670
5400;111125,22299
5500;109372,22755
5600;113573,23124
5700;116274,23669
5800;118532,24347
5900;121655,24774
6000;122314,25090
6100;126502,25774
6200;127150,26174
6300;132727,26798
6400;132922,27123
6500;138283,27778
6600;150093,28330
6700;142297,28827
6800;147046,29298
6900;148599,29948
7000;151460,30264
7100;157115,31073
7200;160925,31598
7300;159656,31964
7400;162823,32548
7500;162620,32929
7600;164520,33618
7700;293776,34049
7800;193547,34630
7900;192404,35113
8000;178316,35683
8100;184605,36194
8200;195200,36769
8300;183165,37289
8400;186713,38014
8500;190792,38491
8600;189112,38874
8700;196697,39486
8800;197883,40108
8900;219063,40724
9000;222073,41306
9100;203019,41895
9200;204717,42295
9300;210562,42984
9400;212279,43380
9500;211389,43999
9600;214417,44493
9700;218230,45280
9800;217111,45515
9900;221400,46297
10000;234426,46836
